kernel,shape_tag,M,N,K,dtype,BM,BN,BK,stages,warps,group_m,flatten,ws,num_sms,ms,tflops
ws,"n,n,n//8",8192,8192,1024,bf16,64,64,64,5,8,8,0,0,0,0.5988319941929409,229.511707465179
persistent,"n,n,n//8",8192,8192,1024,bf16,64,64,64,5,8,8,1,132,1,66.84384155273438,2.05611990991828
ws,"n,n,n//8",8192,8192,1024,bf16,64,128,64,2,4,8,0,0,0,0.40244160145521163,341.51278837731144
persistent,"n,n,n//8",8192,8192,1024,bf16,64,128,64,2,4,8,1,132,0,0.0031103448609114976,44187.68966722327
ws,"n,n,n//8",8192,8192,1024,bf16,64,128,64,2,4,8,0,0,0,0.4036255985498428,340.5109932714735
persistent,"n,n,n//8",8192,8192,1024,bf16,64,128,64,2,4,8,1,132,1,58.421791076660156,2.352528926948761
ws,"n,n,n//8",8192,8192,1024,bf16,64,128,64,2,8,8,0,0,0,0.4147488012909889,331.3787840837482
persistent,"n,n,n//8",8192,8192,1024,bf16,64,128,64,2,8,8,1,132,0,0.003103448308859791,44285.884536770376
ws,"n,n,n//8",8192,8192,1024,bf16,64,128,64,2,8,8,0,0,0,0.41645120084285736,330.02414975352866
persistent,"n,n,n//8",8192,8192,1024,bf16,64,128,64,2,8,8,1,132,1,61.01606369018555,2.2525044252257636
ws,"n,n,n//8",8192,8192,1024,bf16,64,128,64,3,4,8,0,0,0,0.3997728005051613,343.79265747526904
persistent,"n,n,n//8",8192,8192,1024,bf16,64,128,64,3,4,8,1,132,0,0.003103142895270139,44290.24318586382
ws,"n,n,n//8",8192,8192,1024,bf16,64,128,64,3,4,8,0,0,0,0.39976960271596906,343.795407500376
persistent,"n,n,n//8",8192,8192,1024,bf16,64,128,64,3,4,8,1,132,1,53.0931510925293,2.588638094440376
ws,"n,n,n//8",8192,8192,1024,bf16,64,128,64,3,8,8,0,0,0,0.4060943976044655,338.440900152149
persistent,"n,n,n//8",8192,8192,1024,bf16,64,128,64,3,8,8,1,132,0,0.0030998621188136266,44337.11829886175
ws,"n,n,n//8",8192,8192,1024,bf16,64,128,64,3,8,8,0,0,0,0.403998401761055,340.19677521716613
persistent,"n,n,n//8",8192,8192,1024,bf16,64,128,64,3,8,8,1,132,1,35.184513092041016,3.9062343455618165
ws,"n,n,n//8",8192,8192,1024,bf16,64,128,64,4,4,8,0,0,0,0.3970799967646599,346.1240923537553
persistent,"n,n,n//8",8192,8192,1024,bf16,64,128,64,4,4,8,1,132,0,0.0031075862473165937,44226.915211340885
ws,"n,n,n//8",8192,8192,1024,bf16,64,128,64,4,4,8,0,0,0,0.39602719992399216,347.0442270085946
persistent,"n,n,n//8",8192,8192,1024,bf16,64,128,64,4,4,8,1,132,1,47.86198425292969,2.871568231389972
ws,"n,n,n//8",8192,8192,1024,bf16,64,128,64,4,8,8,0,0,0,0.4193583177892785,327.73632390680535
persistent,"n,n,n//8",8192,8192,1024,bf16,64,128,64,4,8,8,1,132,0,0.003100413821059568,44329.2287430941
ws,"n,n,n//8",8192,8192,1024,bf16,64,128,64,4,8,8,0,0,0,0.4217145270422885,325.90519097346146
persistent,"n,n,n//8",8192,8192,1024,bf16,64,128,64,4,8,8,1,132,1,36.4598388671875,3.7695984881515736
ws,"n,n,n//8",8192,8192,1024,bf16,64,128,64,5,4,8,0,0,0,0.4976225881015553,276.19114718311647
persistent,"n,n,n//8",8192,8192,1024,bf16,64,128,64,5,4,8,1,132,0,0.003104551765537853,44270.14392146532
ws,"n,n,n//8",8192,8192,1024,bf16,64,128,64,5,4,8,0,0,0,0.4979971769978018,275.9833987424524
persistent,"n,n,n//8",8192,8192,1024,bf16,64,128,64,5,4,8,1,132,1,47.42985534667969,2.8977308167485556
ws,"n,n,n//8",8192,8192,1024,bf16,64,128,64,5,8,8,0,0,0,0.6642633768228384,206.90430673653634
persistent,"n,n,n//8",8192,8192,1024,bf16,64,128,64,5,8,8,1,132,0,0.0031067826521947333,44238.35487008034
ws,"n,n,n//8",8192,8192,1024,bf16,64,128,64,5,8,8,0,0,0,0.6639704612585214,206.99558412808247
persistent,"n,n,n//8",8192,8192,1024,bf16,64,128,64,5,8,8,1,132,1,37.5912971496582,3.656137560904829
ws,"n,n,n//8",8192,8192,1024,bf16,128,64,64,2,4,8,0,0,0,0.41041759848594667,334.87587759155537
persistent,"n,n,n//8",8192,8192,1024,bf16,128,64,64,2,4,8,1,132,0,0.0031125517662389784,44156.359088630685
ws,"n,n,n//8",8192,8192,1024,bf16,128,64,64,2,4,8,0,0,0,0.41079519838094714,334.56806217230235
persistent,"n,n,n//8",8192,8192,1024,bf16,128,64,64,2,4,8,1,132,1,43.2916145324707,3.1747245963514357
ws,"n,n,n//8",8192,8192,1024,bf16,128,64,64,2,8,8,0,0,0,0.4096928000450134,335.4683154229203
persistent,"n,n,n//8",8192,8192,1024,bf16,128,64,64,2,8,8,1,132,0,0.0031172414109560437,44089.9293166544
ws,"n,n,n//8",8192,8192,1024,bf16,128,64,64,2,8,8,0,0,0,0.4070303991436958,337.662626086754
persistent,"n,n,n//8",8192,8192,1024,bf16,128,64,64,2,8,8,1,132,1,60.54399871826172,2.270067329242075
ws,"n,n,n//8",8192,8192,1024,bf16,128,64,64,3,4,8,0,0,0,0.4020367980003357,341.8566513204725
persistent,"n,n,n//8",8192,8192,1024,bf16,128,64,64,3,4,8,1,132,0,0.003114482785318175,44128.98158239755
ws,"n,n,n//8",8192,8192,1024,bf16,128,64,64,3,4,8,0,0,0,0.4041743963956833,340.04863914598
persistent,"n,n,n//8",8192,8192,1024,bf16,128,64,64,3,4,8,1,132,1,39.78755187988281,3.454320433861406
ws,"n,n,n//8",8192,8192,1024,bf16,128,64,64,3,8,8,0,0,0,0.4067552000284195,337.89107911195066
persistent,"n,n,n//8",8192,8192,1024,bf16,128,64,64,3,8,8,1,132,0,0.0031020690000551784,44305.57588163103
ws,"n,n,n//8",8192,8192,1024,bf16,128,64,64,3,8,8,0,0,0,0.4048703983426094,339.4640705633816
persistent,"n,n,n//8",8192,8192,1024,bf16,128,64,64,3,8,8,1,132,1,36.268638610839844,3.7894709792311514
ws,"n,n,n//8",8192,8192,1024,bf16,128,64,64,4,4,8,0,0,0,0.407896001636982,336.94606693967427
persistent,"n,n,n//8",8192,8192,1024,bf16,128,64,64,4,4,8,1,132,0,0.0030959304847309123,44393.42360878162
ws,"n,n,n//8",8192,8192,1024,bf16,128,64,64,4,4,8,0,0,0,0.40806240141391753,336.8086669974502
persistent,"n,n,n//8",8192,8192,1024,bf16,128,64,64,4,4,8,1,132,1,35.918174743652344,3.8264459275255613
ws,"n,n,n//8",8192,8192,1024,bf16,128,64,64,4,8,8,0,0,0,0.41500799506902697,331.1718210371832
persistent,"n,n,n//8",8192,8192,1024,bf16,128,64,64,4,8,8,1,132,0,0.0030995478651121905,44341.61350401514
ws,"n,n,n//8",8192,8192,1024,bf16,128,64,64,4,8,8,0,0,0,0.415276800096035,330.9574564247666
persistent,"n,n,n//8",8192,8192,1024,bf16,128,64,64,4,8,8,1,132,1,36.50553512573242,3.7648798462653
ws,"n,n,n//8",8192,8192,1024,bf16,128,64,64,5,4,8,0,0,0,0.557422935962677,246.56135333692546
persistent,"n,n,n//8",8192,8192,1024,bf16,128,64,64,5,4,8,1,132,0,0.0031131826503121335,44147.41083637354
ws,"n,n,n//8",8192,8192,1024,bf16,128,64,64,5,4,8,0,0,0,0.555677862962087,247.33566447900273
ws,"n,n,n//8",8192,8192,1024,bf16,128,64,64,5,8,8,0,0,0,0.5585450649261474,246.06600631261978
persistent,"n,n,n//8",8192,8192,1024,bf16,128,64,64,5,8,8,1,132,0,0.0031048348092514535,44266.10815572995
ws,"n,n,n//8",8192,8192,1024,bf16,128,64,64,5,8,8,0,0,0,0.5589034676551818,245.90821389713335
persistent,"n,n,n//8",8192,8192,1024,bf16,128,64,64,5,8,8,1,132,1,37.541439056396484,3.660993209810973
ws,"n,n,n//8",8192,8192,1024,bf16,128,128,64,2,4,8,0,0,0,0.27786074192435656,494.63250015151726
persistent,"n,n,n//8",8192,8192,1024,bf16,128,128,64,2,4,8,1,132,0,0.003126068998144233,43965.42544441264
ws,"n,n,n//8",8192,8192,1024,bf16,128,128,64,2,4,8,0,0,0,0.2766957029148384,496.7151713024653
persistent,"n,n,n//8",8192,8192,1024,bf16,128,128,64,2,4,8,1,132,1,29.838272094726562,4.606129773053787
ws,"n,n,n//8",8192,8192,1024,bf16,128,128,64,2,8,8,0,0,0,0.3887177123909905,353.57008206962655
persistent,"n,n,n//8",8192,8192,1024,bf16,128,128,64,2,8,8,1,132,0,0.0030915862639787897,44455.80415249992
ws,"n,n,n//8",8192,8192,1024,bf16,128,128,64,2,8,8,0,0,0,0.3892571443603152,353.080105177928
persistent,"n,n,n//8",8192,8192,1024,bf16,128,128,64,2,8,8,1,132,1,35.241920471191406,3.89987127927236
ws,"n,n,n//8",8192,8192,1024,bf16,128,128,64,3,4,8,0,0,0,0.2848201471346396,482.54645907134557
persistent,"n,n,n//8",8192,8192,1024,bf16,128,128,64,3,4,8,1,132,0,0.003097379363366756,44372.65744632846
ws,"n,n,n//8",8192,8192,1024,bf16,128,128,64,3,4,8,0,0,0,0.28480355717517714,482.57456766055765
persistent,"n,n,n//8",8192,8192,1024,bf16,128,128,64,3,4,8,1,132,1,27.317407608032227,5.031185808114104
ws,"n,n,n//8",8192,8192,1024,bf16,128,128,64,3,8,8,0,0,0,0.29895384495074934,459.7330183013439
persistent,"n,n,n//8",8192,8192,1024,bf16,128,128,64,3,8,8,1,132,0,0.0031081739549889513,44218.55258499795
ws,"n,n,n//8",8192,8192,1024,bf16,128,128,64,3,8,8,0,0,0,0.29915938354455507,459.4171569802377
persistent,"n,n,n//8",8192,8192,1024,bf16,128,128,64,3,8,8,1,132,1,24.907424926757812,5.517991276743772
ws,"n,n,n//8",8192,8192,1024,bf16,128,128,64,4,4,8,0,0,0,0.34524521749952564,398.09082502986104
persistent,"n,n,n//8",8192,8192,1024,bf16,128,128,64,4,4,8,1,132,0,0.003105931090399751,44250.483823293966
ws,"n,n,n//8",8192,8192,1024,bf16,128,128,64,4,4,8,0,0,0,0.3455568681592527,397.7317950707325
persistent,"n,n,n//8",8192,8192,1024,bf16,128,128,64,4,4,8,1,132,1,23.196447372436523,5.925000120290558
ws,"n,n,n//8",8192,8192,1024,bf16,128,128,64,4,8,8,0,0,0,0.40870879888534545,336.2759838957017
persistent,"n,n,n//8",8192,8192,1024,bf16,128,128,64,4,8,8,1,132,0,0.0031070608969615853,44234.39321913594
ws,"n,n,n//8",8192,8192,1024,bf16,128,128,64,4,8,8,0,0,0,0.41039040237665175,334.89806943842717
persistent,"n,n,n//8",8192,8192,1024,bf16,128,128,64,4,8,8,1,132,1,24.59993553161621,5.586963969696643
ws,"n,n,n//8",8192,8192,1024,bf16,128,128,64,5,4,8,0,0,0,0.33175600320100784,414.2772162248622
persistent,"n,n,n//8",8192,8192,1024,bf16,128,128,64,5,4,8,1,132,0,0.0031092414162764005,44203.37152095306
ws,"n,n,n//8",8192,8192,1024,bf16,128,128,64,5,4,8,0,0,0,0.3315720024208228,414.5071129906981
ws,"n,n,n//8",8192,8192,1024,bf16,128,128,64,5,8,8,0,0,0,0.413646399974823,332.26193550908545
persistent,"n,n,n//8",8192,8192,1024,bf16,128,128,64,5,8,8,1,132,0,0.003108137971641303,44219.0645093606
ws,"n,n,n//8",8192,8192,1024,bf16,128,128,64,5,8,8,0,0,0,0.4136687994003296,332.24394411963596
persistent,"n,n,n//8",8192,8192,1024,bf16,128,128,64,5,8,8,1,132,1,25.06528091430664,5.483240101791688
ws,"n,n,n//8",8192,8192,1024,bf16,256,64,64,2,4,8,0,0,0,0.37787733049619765,363.7131481042442
persistent,"n,n,n//8",8192,8192,1024,bf16,256,64,64,2,4,8,1,132,0,0.003108137971641303,44219.0645093606
ws,"n,n,n//8",8192,8192,1024,bf16,256,64,64,2,4,8,0,0,0,0.37828418896311805,363.3219613241621
persistent,"n,n,n//8",8192,8192,1024,bf16,256,64,64,2,4,8,1,132,1,28.8341121673584,4.766540154740311
ws,"n,n,n//8",8192,8192,1024,bf16,256,64,64,2,8,8,0,0,0,0.3829546698502132,358.8909191935357
persistent,"n,n,n//8",8192,8192,1024,bf16,256,64,64,2,8,8,1,132,0,0.0031009655534129203,44321.34156431851
ws,"n,n,n//8",8192,8192,1024,bf16,256,64,64,2,8,8,0,0,0,0.3838613345509484,358.0432335879306
persistent,"n,n,n//8",8192,8192,1024,bf16,256,64,64,2,8,8,1,132,1,46.95619201660156,2.926961228529943
ws,"n,n,n//8",8192,8192,1024,bf16,256,64,64,3,4,8,0,0,0,0.4425330507127862,310.5733080289204
persistent,"n,n,n//8",8192,8192,1024,bf16,256,64,64,3,4,8,1,132,0,0.0031015172817519514,44313.45724901618
ws,"n,n,n//8",8192,8192,1024,bf16,256,64,64,3,4,8,0,0,0,0.43986526288484273,312.45693867847365
persistent,"n,n,n//8",8192,8192,1024,bf16,256,64,64,3,4,8,1,132,1,25.88960075378418,5.3086548061932195
ws,"n,n,n//8",8192,8192,1024,bf16,256,64,64,3,8,8,0,0,0,0.44755733675426906,307.08680695242566
persistent,"n,n,n//8",8192,8192,1024,bf16,256,64,64,3,8,8,1,132,0,0.0031076174269875755,44226.471469246746
ws,"n,n,n//8",8192,8192,1024,bf16,256,64,64,3,8,8,0,0,0,0.44779733651214176,306.92222187496964
persistent,"n,n,n//8",8192,8192,1024,bf16,256,64,64,3,8,8,1,132,1,27.45635223388672,5.0057251706718855
ws,"n,n,n//8",8192,8192,1024,bf16,256,64,64,4,4,8,0,0,0,0.4085520014166832,336.4050426761358
persistent,"n,n,n//8",8192,8192,1024,bf16,256,64,64,4,4,8,1,132,0,0.0031177931513380387,44082.12694065878
ws,"n,n,n//8",8192,8192,1024,bf16,256,64,64,4,4,8,0,0,0,0.40554080009460447,338.9029006204512
persistent,"n,n,n//8",8192,8192,1024,bf16,256,64,64,4,4,8,1,132,1,24.944095611572266,5.509879195950412
ws,"n,n,n//8",8192,8192,1024,bf16,256,64,64,4,8,8,0,0,0,0.4134960025548935,332.38278634568985
persistent,"n,n,n//8",8192,8192,1024,bf16,256,64,64,4,8,8,1,132,0,0.003105931072335305,44250.48408065979
ws,"n,n,n//8",8192,8192,1024,bf16,256,64,64,4,8,8,0,0,0,0.4124704018235207,333.2092505653401
persistent,"n,n,n//8",8192,8192,1024,bf16,256,64,64,4,8,8,1,132,1,27.23369598388672,5.046650794417258
ws,"n,n,n//8",8192,8192,1024,bf16,256,128,64,2,4,8,0,0,0,0.77188363942233,178.05657025566438
persistent,"n,n,n//8",8192,8192,1024,bf16,256,128,64,2,4,8,1,132,0,0.0031114483095609166,44172.018879335075
ws,"n,n,n//8",8192,8192,1024,bf16,256,128,64,2,4,8,0,0,0,0.7710661779750477,178.2453405399499
persistent,"n,n,n//8",8192,8192,1024,bf16,256,128,64,2,4,8,1,132,1,22.946048736572266,5.989656652866107
ws,"n,n,n//8",8192,8192,1024,bf16,256,128,64,2,8,8,0,0,0,0.470609779159228,292.04440612675484
persistent,"n,n,n//8",8192,8192,1024,bf16,256,128,64,2,8,8,1,132,0,0.00310151727773763,44313.45730637149
ws,"n,n,n//8",8192,8192,1024,bf16,256,128,64,2,8,8,0,0,0,0.4701511065165202,292.32932043981197
persistent,"n,n,n//8",8192,8192,1024,bf16,256,128,64,2,8,8,1,132,1,31.341472625732422,4.385210456229741
ws,"n,n,n//8",8192,8192,1024,bf16,256,128,64,3,4,8,0,0,0,0.9639466669824388,142.57941666237835
persistent,"n,n,n//8",8192,8192,1024,bf16,256,128,64,3,4,8,1,132,0,0.0031136552128812364,44140.71053962978
ws,"n,n,n//8",8192,8192,1024,bf16,256,128,64,3,4,8,0,0,0,0.9616711139678955,142.91679502041097
persistent,"n,n,n//8",8192,8192,1024,bf16,256,128,64,3,4,8,1,132,1,22.105632781982422,6.2173725053472335
ws,"n,n,n//8",8192,8192,1024,bf16,256,128,64,3,8,8,0,0,0,0.3097113609313965,443.7646493130867
persistent,"n,n,n//8",8192,8192,1024,bf16,256,128,64,3,8,8,1,132,0,0.0030984827899374068,44356.8555288882
ws,"n,n,n//8",8192,8192,1024,bf16,256,128,64,3,8,8,0,0,0,0.30943872094154357,444.15564107105956
persistent,"n,n,n//8",8192,8192,1024,bf16,256,128,64,3,8,8,1,132,1,23.160863876342773,5.934103071707287
ws,"n,n//8,n",8192,1024,8192,bf16,64,64,64,2,4,8,0,0,0,0.47694870303658876,288.16296720583904
persistent,"n,n//8,n",8192,1024,8192,bf16,64,64,64,2,4,8,1,132,0,0.0030992696142714956,44345.59447139482
ws,"n,n//8,n",8192,1024,8192,bf16,64,64,64,2,4,8,0,0,0,0.4781195293454563,287.457309389042
persistent,"n,n//8,n",8192,1024,8192,bf16,64,64,64,2,4,8,1,132,1,76.64857482910156,1.7931051396381323
ws,"n,n//8,n",8192,1024,8192,bf16,64,64,64,2,8,8,0,0,0,0.5042465925216675,272.56297912631754
persistent,"n,n//8,n",8192,1024,8192,bf16,64,64,64,2,8,8,1,132,0,0.0031081739590381797,44218.552527391446
ws,"n,n//8,n",8192,1024,8192,bf16,64,64,64,2,8,8,0,0,0,0.5046494164887596,272.3454124415128
persistent,"n,n//8,n",8192,1024,8192,bf16,64,64,64,2,8,8,1,132,1,108.79126739501953,1.2633270736056519
ws,"n,n//8,n",8192,1024,8192,bf16,64,64,64,3,4,8,0,0,0,0.5014983503257527,274.0566412286806
persistent,"n,n//8,n",8192,1024,8192,bf16,64,64,64,3,4,8,1,132,0,0.0031037241830651104,44281.94819047063
ws,"n,n//8,n",8192,1024,8192,bf16,64,64,64,3,4,8,0,0,0,0.4989496451966903,275.4565611882946
persistent,"n,n//8,n",8192,1024,8192,bf16,64,64,64,3,4,8,1,132,1,54.362911224365234,2.528175007125086
ws,"n,n//8,n",8192,1024,8192,bf16,64,64,64,3,8,8,0,0,0,0.49869929166401133,275.59484396580365
persistent,"n,n//8,n",8192,1024,8192,bf16,64,64,64,3,8,8,1,132,0,0.0031001379749544993,44333.17309821257
ws,"n,n//8,n",8192,1024,8192,bf16,64,64,64,3,8,8,0,0,0,0.495776001144858,277.21985968385445
persistent,"n,n//8,n",8192,1024,8192,bf16,64,64,64,3,8,8,1,132,1,55.314144134521484,2.4846981838452513
ws,"n,n//8,n",8192,1024,8192,bf16,64,64,64,4,4,8,0,0,0,0.49749647168552175,276.26116222765523
persistent,"n,n//8,n",8192,1024,8192,bf16,64,64,64,4,4,8,1,132,0,0.003098434831380196,44357.542098369035
ws,"n,n//8,n",8192,1024,8192,bf16,64,64,64,4,4,8,0,0,0,0.4976263554657207,276.18905623150334
persistent,"n,n//8,n",8192,1024,8192,bf16,64,64,64,4,4,8,1,132,1,49.768062591552734,2.7615893871530353
ws,"n,n//8,n",8192,1024,8192,bf16,64,64,64,4,8,8,0,0,0,0.49426823328523073,278.0655203319271
persistent,"n,n//8,n",8192,1024,8192,bf16,64,64,64,4,8,8,1,132,0,0.0030962758966528907,44388.47120199239
ws,"n,n//8,n",8192,1024,8192,bf16,64,64,64,4,8,8,0,0,0,0.49422494102926817,278.08987783127844
persistent,"n,n//8,n",8192,1024,8192,bf16,64,64,64,4,8,8,1,132,1,51.307552337646484,2.678727540295375
ws,"n,n//8,n",8192,1024,8192,bf16,64,64,64,5,4,8,0,0,0,0.49687717767322764,276.6054865220375
persistent,"n,n//8,n",8192,1024,8192,bf16,64,64,64,5,4,8,1,132,0,0.003108452217977332,44214.59422060264
ws,"n,n//8,n",8192,1024,8192,bf16,64,64,64,5,4,8,0,0,0,0.49750399940154133,276.25698212944695
persistent,"n,n//8,n",8192,1024,8192,bf16,64,64,64,5,4,8,1,132,1,49.46169662475586,2.7786946839832227
ws,"n,n//8,n",8192,1024,8192,bf16,64,64,64,5,8,8,0,0,0,0.498317176804823,275.8061729945765
persistent,"n,n//8,n",8192,1024,8192,bf16,64,64,64,5,8,8,1,132,0,0.0031120000378999473,44164.187595816074
ws,"n,n//8,n",8192,1024,8192,bf16,64,64,64,5,8,8,0,0,0,0.502096942242454,273.7299152991716
persistent,"n,n//8,n",8192,1024,8192,bf16,64,64,64,5,8,8,1,132,1,49.36076736450195,2.7843763541415263
ws,"n,n//8,n",8192,1024,8192,bf16,64,128,64,2,4,8,0,0,0,0.29513476674373335,465.6820170269495
persistent,"n,n//8,n",8192,1024,8192,bf16,64,128,64,2,4,8,1,132,0,0.0031078956899759564,44222.51168701974
ws,"n,n//8,n",8192,1024,8192,bf16,64,128,64,2,4,8,0,0,0,0.2996836935098355,458.61338620844685
persistent,"n,n//8,n",8192,1024,8192,bf16,64,128,64,2,4,8,1,132,1,52.253822326660156,2.6302181802665556
ws,"n,n//8,n",8192,1024,8192,bf16,64,128,64,2,8,8,0,0,0,0.3252173314491908,422.60648551404864
persistent,"n,n//8,n",8192,1024,8192,bf16,64,128,64,2,8,8,1,132,0,0.003109241420290722,44203.371463882366
ws,"n,n//8,n",8192,1024,8192,bf16,64,128,64,2,8,8,0,0,0,0.32731999829411507,419.891708995133
persistent,"n,n//8,n",8192,1024,8192,bf16,64,128,64,2,8,8,1,132,1,60.38662338256836,2.275983417739402
ws,"n,n//8,n",8192,1024,8192,bf16,64,128,64,3,4,8,0,0,0,0.3659330904483795,375.5849281178573
persistent,"n,n//8,n",8192,1024,8192,bf16,64,128,64,3,4,8,1,132,0,0.0031202758907276236,44047.051698351686
ws,"n,n//8,n",8192,1024,8192,bf16,64,128,64,3,4,8,0,0,0,0.3596261821009896,382.17171138391876
persistent,"n,n//8,n",8192,1024,8192,bf16,64,128,64,3,4,8,1,132,1,45.75564956665039,3.0037592029329248
ws,"n,n//8,n",8192,1024,8192,bf16,64,128,64,3,8,8,0,0,0,0.36007709394801746,381.69313122661833
persistent,"n,n//8,n",8192,1024,8192,bf16,64,128,64,3,8,8,1,132,0,0.003116965546786528,44093.83145530572
ws,"n,n//8,n",8192,1024,8192,bf16,64,128,64,3,8,8,0,0,0,0.3577570928768678,384.16835391521784
persistent,"n,n//8,n",8192,1024,8192,bf16,64,128,64,3,8,8,1,132,1,30.8887996673584,4.449475374636782
ws,"n,n//8,n",8192,1024,8192,bf16,64,128,64,4,4,8,0,0,0,0.34706086956936383,396.00820928771213
persistent,"n,n//8,n",8192,1024,8192,bf16,64,128,64,4,4,8,1,132,0,0.003097878305403435,44365.51081825062
ws,"n,n//8,n",8192,1024,8192,bf16,64,128,64,4,4,8,0,0,0,0.34522852042446966,398.11007880523414
persistent,"n,n//8,n",8192,1024,8192,bf16,64,128,64,4,4,8,1,132,1,38.9466552734375,3.528902610688022
ws,"n,n//8,n",8192,1024,8192,bf16,64,128,64,4,8,8,0,0,0,0.35038887029108795,392.24691514265743
persistent,"n,n//8,n",8192,1024,8192,bf16,64,128,64,4,8,8,1,132,0,0.0031114482975179523,44172.01905030434
ws,"n,n//8,n",8192,1024,8192,bf16,64,128,64,4,8,8,0,0,0,0.352603634650057,389.7831444885753
persistent,"n,n//8,n",8192,1024,8192,bf16,64,128,64,4,8,8,1,132,1,28.703264236450195,4.788269109039754
ws,"n,n//8,n",8192,1024,8192,bf16,64,128,64,5,4,8,0,0,0,0.32094133521119755,428.2369965886675
persistent,"n,n//8,n",8192,1024,8192,bf16,64,128,64,5,4,8,1,132,0,0.003101773942699251,44309.790465386635
ws,"n,n//8,n",8192,1024,8192,bf16,64,128,64,5,4,8,0,0,0,0.32035066684087116,429.0265877307211
persistent,"n,n//8,n",8192,1024,8192,bf16,64,128,64,5,4,8,1,132,1,38.922176361083984,3.5311220060504427
ws,"n,n//8,n",8192,1024,8192,bf16,64,128,64,5,8,8,0,0,0,0.41797726405294316,328.81920930175585
persistent,"n,n//8,n",8192,1024,8192,bf16,64,128,64,5,8,8,1,132,0,0.0031106207210666917,44183.77095645062
ws,"n,n//8,n",8192,1024,8192,bf16,64,128,64,5,8,8,0,0,0,0.4187435790112144,328.2174589913395
persistent,"n,n//8,n",8192,1024,8192,bf16,64,128,64,5,8,8,1,132,1,27.550048828125,4.9887009031974126
ws,"n,n//8,n",8192,1024,8192,bf16,128,64,64,2,4,8,0,0,0,0.3481349582257478,394.7864189578969
persistent,"n,n//8,n",8192,1024,8192,bf16,128,64,64,2,4,8,1,132,0,0.0031045565462630726,44270.075749605545
ws,"n,n//8,n",8192,1024,8192,bf16,128,64,64,2,4,8,0,0,0,0.34436869621276855,399.10408519560445
persistent,"n,n//8,n",8192,1024,8192,bf16,128,64,64,2,4,8,1,132,1,40.44131088256836,3.3984791905259697
ws,"n,n//8,n",8192,1024,8192,bf16,128,64,64,2,8,8,0,0,0,0.3518427830675374,390.6260411930011
persistent,"n,n//8,n",8192,1024,8192,bf16,128,64,64,2,8,8,1,132,0,0.003117356546547102,44088.30091130654
ws,"n,n//8,n",8192,1024,8192,bf16,128,64,64,2,8,8,0,0,0,0.3476966969344927,395.2840354359017
persistent,"n,n//8,n",8192,1024,8192,bf16,128,64,64,2,8,8,1,132,1,58.976287841796875,2.3304103818924347
ws,"n,n//8,n",8192,1024,8192,bf16,128,64,64,3,4,8,0,0,0,0.41106400042772295,334.34928217744954
persistent,"n,n//8,n",8192,1024,8192,bf16,128,64,64,3,4,8,1,132,0,0.003112069588235539,44163.200588944484
ws,"n,n//8,n",8192,1024,8192,bf16,128,64,64,3,4,8,0,0,0,0.39964799880981444,343.90001671797387
persistent,"n,n//8,n",8192,1024,8192,bf16,128,64,64,3,4,8,1,132,1,35.266048431396484,3.8972031056828453
ws,"n,n//8,n",8192,1024,8192,bf16,128,64,64,3,8,8,0,0,0,0.40720159709453585,337.5206640952643
persistent,"n,n//8,n",8192,1024,8192,bf16,128,64,64,3,8,8,1,132,0,0.0031117913495425295,44167.149411288505
ws,"n,n//8,n",8192,1024,8192,bf16,128,64,64,3,8,8,0,0,0,0.4008687987923622,342.85270863195615
persistent,"n,n//8,n",8192,1024,8192,bf16,128,64,64,3,8,8,1,132,1,33.656097412109375,4.0836271594147995
ws,"n,n//8,n",8192,1024,8192,bf16,128,64,64,4,4,8,0,0,0,0.3893059023788997,353.03588420356084
persistent,"n,n//8,n",8192,1024,8192,bf16,128,64,64,4,4,8,1,132,0,0.0031001379669258564,44333.173213025264
ws,"n,n//8,n",8192,1024,8192,bf16,128,64,64,4,4,8,0,0,0,0.38927543021383737,353.06351956634364
persistent,"n,n//8,n",8192,1024,8192,bf16,128,64,64,4,4,8,1,132,1,31.955167770385742,4.300993018079871
ws,"n,n//8,n",8192,1024,8192,bf16,128,64,64,4,8,8,0,0,0,0.3911756191934858,351.3484653142942
persistent,"n,n//8,n",8192,1024,8192,bf16,128,64,64,4,8,8,1,132,0,0.0031089655641498492,44207.293595283954
ws,"n,n//8,n",8192,1024,8192,bf16,128,64,64,4,8,8,0,0,0,0.3878567630336398,354.35492318611335
persistent,"n,n//8,n",8192,1024,8192,bf16,128,64,64,4,8,8,1,132,1,28.62099266052246,4.802033077684704
ws,"n,n//8,n",8192,1024,8192,bf16,128,64,64,5,4,8,0,0,0,0.3765150507291158,365.0291089449187
persistent,"n,n//8,n",8192,1024,8192,bf16,128,64,64,5,4,8,1,132,0,0.0030871724633596324,44519.36362584399
ws,"n,n//8,n",8192,1024,8192,bf16,128,64,64,5,4,8,0,0,0,0.37853714256059556,363.07917511687515
ws,"n,n//8,n",8192,1024,8192,bf16,128,64,64,5,8,8,0,0,0,0.37858742617425467,363.03095129403516
persistent,"n,n//8,n",8192,1024,8192,bf16,128,64,64,5,8,8,1,132,0,0.003102887000726617,44293.895794405435
ws,"n,n//8,n",8192,1024,8192,bf16,128,64,64,5,8,8,0,0,0,0.3767649559747605,364.7869879947301
